Sample Name	Assay Name	Protocol REF	Performer	Date	Comment [note]	Parameter Value [group1.insecticidal substance]	Term Source Ref	Term Accession Number	Parameter Value [group1.concentration]	Unit	Term Source Ref	Term Accession Number	Parameter Value [duration of exposure]	Unit	Term Source Ref	Term Accession Number	Raw Data File
PMI1134	PMI.IR_WHO.PMI1134.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1135	PMI.IR_WHO.PMI1135.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1136	PMI.IR_WHO.PMI1136.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1137	PMI.IR_WHO.PMI1137.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1138	PMI.IR_WHO.PMI1138.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1139	PMI.IR_WHO.PMI1139.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1140	PMI.IR_WHO.PMI1140.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1142	PMI.IR_WHO.PMI1142.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1143	PMI.IR_WHO.PMI1143.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1144	PMI.IR_WHO.PMI1144.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1145	PMI.IR_WHO.PMI1145.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1147	PMI.IR_WHO.PMI1147.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1148	PMI.IR_WHO.PMI1148.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1149	PMI.IR_WHO.PMI1149.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1150	PMI.IR_WHO.PMI1150.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1152	PMI.IR_WHO.PMI1152.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1153	PMI.IR_WHO.PMI1153.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1154	PMI.IR_WHO.PMI1154.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1155	PMI.IR_WHO.PMI1155.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1156	PMI.IR_WHO.PMI1156.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1158	PMI.IR_WHO.PMI1158.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1159	PMI.IR_WHO.PMI1159.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1160	PMI.IR_WHO.PMI1160.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1161	PMI.IR_WHO.PMI1161.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1162	PMI.IR_WHO.PMI1162.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1163	PMI.IR_WHO.PMI1163.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1164	PMI.IR_WHO.PMI1164.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1165	PMI.IR_WHO.PMI1165.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1166	PMI.IR_WHO.PMI1166.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1167	PMI.IR_WHO.PMI1167.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1168	PMI.IR_WHO.PMI1168.Propoxur 0.1%	IR_WHO				propoxur	MIRO	10000023	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1170	PMI.IR_WHO.PMI1170.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1171	PMI.IR_WHO.PMI1171.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1172	PMI.IR_WHO.PMI1172.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1173	PMI.IR_WHO.PMI1173.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1176	PMI.IR_WHO.PMI1176.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1177	PMI.IR_WHO.PMI1177.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1178	PMI.IR_WHO.PMI1178.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1179	PMI.IR_WHO.PMI1179.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1180	PMI.IR_WHO.PMI1180.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1182	PMI.IR_WHO.PMI1182.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1183	PMI.IR_WHO.PMI1183.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1184	PMI.IR_WHO.PMI1184.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1185	PMI.IR_WHO.PMI1185.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1186	PMI.IR_WHO.PMI1186.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1187	PMI.IR_WHO.PMI1187.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1189	PMI.IR_WHO.PMI1189.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1190	PMI.IR_WHO.PMI1190.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1191	PMI.IR_WHO.PMI1191.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1192	PMI.IR_WHO.PMI1192.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1193	PMI.IR_WHO.PMI1193.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1196	PMI.IR_WHO.PMI1196.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1197	PMI.IR_WHO.PMI1197.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1198	PMI.IR_WHO.PMI1198.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1199	PMI.IR_WHO.PMI1199.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1200	PMI.IR_WHO.PMI1200.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1203	PMI.IR_WHO.PMI1203.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1204	PMI.IR_WHO.PMI1204.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1205	PMI.IR_WHO.PMI1205.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1206	PMI.IR_WHO.PMI1206.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1207	PMI.IR_WHO.PMI1207.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1210	PMI.IR_WHO.PMI1210.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1211	PMI.IR_WHO.PMI1211.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1212	PMI.IR_WHO.PMI1212.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1213	PMI.IR_WHO.PMI1213.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1214	PMI.IR_WHO.PMI1214.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1217	PMI.IR_WHO.PMI1217.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1218	PMI.IR_WHO.PMI1218.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1219	PMI.IR_WHO.PMI1219.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1220	PMI.IR_WHO.PMI1220.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1221	PMI.IR_WHO.PMI1221.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1224	PMI.IR_WHO.PMI1224.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1225	PMI.IR_WHO.PMI1225.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1226	PMI.IR_WHO.PMI1226.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1227	PMI.IR_WHO.PMI1227.Fenitrothion 1.0%	IR_WHO				fenitrothion	MIRO	10000056	1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1228	PMI.IR_WHO.PMI1228.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1229	PMI.IR_WHO.PMI1229.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1231	PMI.IR_WHO.PMI1231.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1232	PMI.IR_WHO.PMI1232.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1233	PMI.IR_WHO.PMI1233.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1234	PMI.IR_WHO.PMI1234.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1235	PMI.IR_WHO.PMI1235.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1236	PMI.IR_WHO.PMI1236.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1238	PMI.IR_WHO.PMI1238.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1239	PMI.IR_WHO.PMI1239.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1240	PMI.IR_WHO.PMI1240.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1241	PMI.IR_WHO.PMI1241.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1242	PMI.IR_WHO.PMI1242.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1244	PMI.IR_WHO.PMI1244.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1245	PMI.IR_WHO.PMI1245.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1246	PMI.IR_WHO.PMI1246.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1247	PMI.IR_WHO.PMI1247.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1248	PMI.IR_WHO.PMI1248.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1249	PMI.IR_WHO.PMI1249.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1251	PMI.IR_WHO.PMI1251.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1252	PMI.IR_WHO.PMI1252.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1253	PMI.IR_WHO.PMI1253.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1254	PMI.IR_WHO.PMI1254.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1255	PMI.IR_WHO.PMI1255.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1256	PMI.IR_WHO.PMI1256.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1258	PMI.IR_WHO.PMI1258.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1260	PMI.IR_WHO.PMI1260.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1261	PMI.IR_WHO.PMI1261.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1262	PMI.IR_WHO.PMI1262.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1263	PMI.IR_WHO.PMI1263.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1264	PMI.IR_WHO.PMI1264.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1265	PMI.IR_WHO.PMI1265.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1267	PMI.IR_WHO.PMI1267.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1268	PMI.IR_WHO.PMI1268.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1269	PMI.IR_WHO.PMI1269.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1270	PMI.IR_WHO.PMI1270.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1271	PMI.IR_WHO.PMI1271.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1272	PMI.IR_WHO.PMI1272.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1274	PMI.IR_WHO.PMI1274.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1275	PMI.IR_WHO.PMI1275.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1276	PMI.IR_WHO.PMI1276.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1277	PMI.IR_WHO.PMI1277.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1278	PMI.IR_WHO.PMI1278.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1279	PMI.IR_WHO.PMI1279.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1281	PMI.IR_WHO.PMI1281.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1282	PMI.IR_WHO.PMI1282.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1283	PMI.IR_WHO.PMI1283.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1284	PMI.IR_WHO.PMI1284.Lambda-cyhalothrin 0.05%	IR_WHO				lambda-cyhalothrin	MIRO	10000125	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1285	PMI.IR_WHO.PMI1285.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1286	PMI.IR_WHO.PMI1286.Pirimiphos-methyl 0.05%	IR_WHO				pirimiphos-methyl	MIRO	10000082	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1287	PMI.IR_WHO.PMI1287.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1288	PMI.IR_WHO.PMI1288.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1289	PMI.IR_WHO.PMI1289.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1290	PMI.IR_WHO.PMI1290.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1291	PMI.IR_WHO.PMI1291.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1292	PMI.IR_WHO.PMI1292.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1293	PMI.IR_WHO.PMI1293.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1294	PMI.IR_WHO.PMI1294.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1295	PMI.IR_WHO.PMI1295.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1296	PMI.IR_WHO.PMI1296.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1297	PMI.IR_WHO.PMI1297.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1298	PMI.IR_WHO.PMI1298.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1299	PMI.IR_WHO.PMI1299.Bendiocarb 0.1%	IR_WHO				bendiocarb	MIRO	10000006	0.1	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1300	PMI.IR_WHO.PMI1300.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1301	PMI.IR_WHO.PMI1301.Deltamethrin 0.05%	IR_WHO				deltamethrin	MIRO	10000133	0.05	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1302	PMI.IR_WHO.PMI1302.Malathion 5.0%	IR_WHO				malathion	MIRO	10000065	5	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1303	PMI.IR_WHO.PMI1303.Permethrin 0.75%	IR_WHO				permethrin	MIRO	10000144	0.75	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
PMI1304	PMI.IR_WHO.PMI1304.DDT 4.0%	IR_WHO				DDT	MIRO	10000157	4	percent	UO	0000187	24	hour	UO	0000032	p_IR_WHO.txt
