Assay Name	Phenotype Name	Observable	Term Source Ref	Term Accession Number	Attribute	Term Source Ref	Term Accession Number	Value	Term Source Ref	Term Accession Number	Unit	Term Source Ref	Term Accession Number
PMI.IR_WHO.PMI719.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI720.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI721.Lambda-cyhalothrin 0.05%	mortality percentage:77.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI722.Malathion 5.0%	mortality percentage:95.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI725.Alphacypermethrin 0.4%	mortality percentage:97.0, 0.4 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI726.Bendiocarb 0.1%	mortality percentage:97.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI727.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI728.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI729.Lambda-cyhalothrin 0.05%	mortality percentage:77.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI730.Malathion 5.0%	mortality percentage:95.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI732.Alphacypermethrin 0.4%	mortality percentage:93.0, 0.4 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	93.0			percent	UO	0000187
PMI.IR_WHO.PMI733.Bendiocarb 0.1%	mortality percentage:99.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI734.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI735.Propoxur 0.1%	mortality percentage:87.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI736.Alphacypermethrin 0.05%	mortality percentage:76.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	76.0			percent	UO	0000187
PMI.IR_WHO.PMI737.Bendiocarb 0.1%	mortality percentage:87.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI738.DDT 4.0%	mortality percentage:67.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	67.0			percent	UO	0000187
PMI.IR_WHO.PMI739.Deltamethrin 0.05%	mortality percentage:67.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	67.0			percent	UO	0000187
PMI.IR_WHO.PMI740.Fenitrothion 1.0%	mortality percentage:93.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	93.0			percent	UO	0000187
PMI.IR_WHO.PMI741.Propoxur 0.1%	mortality percentage:89.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI742.Alphacypermethrin 0.05%	mortality percentage:78.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	78.0			percent	UO	0000187
PMI.IR_WHO.PMI743.Deltamethrin 0.05%	mortality percentage:62.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	62.0			percent	UO	0000187
PMI.IR_WHO.PMI744.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI745.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI746.Alphacypermethrin 0.05%	mortality percentage:90.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI747.Bendiocarb 0.1%	mortality percentage:91.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI748.Bendiocarb 0.1%	mortality percentage:96.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI749.Deltamethrin 0.05%	mortality percentage:60.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	60.0			percent	UO	0000187
PMI.IR_WHO.PMI750.Fenitrothion 1.0%	mortality percentage:99.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI751.Propoxur 0.1%	mortality percentage:95.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI752. Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI753.Alphacypermethrin 0.05%	mortality percentage:34.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	34.0			percent	UO	0000187
PMI.IR_WHO.PMI754.Bendiocarb 0.1%	mortality percentage:77.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI755.DDT 4.0%	mortality percentage:21.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	21.0			percent	UO	0000187
PMI.IR_WHO.PMI756.Deltamethrin 0.05%	mortality percentage:24.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	24.0			percent	UO	0000187
PMI.IR_WHO.PMI757.Fenitrothion 1.0%	mortality percentage:98.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI758.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI759.Propoxur 0.1%	mortality percentage:91.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI760.Alphacypermethrin 0.05%	mortality percentage:54.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	54.0			percent	UO	0000187
PMI.IR_WHO.PMI761.Bendiocarb 0.1%	mortality percentage:99.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI762.DDT 4.0%	mortality percentage:19.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	19.0			percent	UO	0000187
PMI.IR_WHO.PMI763.Deltamethrin 0.05%	mortality percentage:69.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	69.0			percent	UO	0000187
PMI.IR_WHO.PMI764.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI765.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI766.Propoxur 0.1%	mortality percentage:96.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI767.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI768.Alphacypermethrin 0.05%	mortality percentage:24.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	24.0			percent	UO	0000187
PMI.IR_WHO.PMI769.Bendiocarb 0.1%	mortality percentage:90.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI770.DDT 4.0%	mortality percentage:16.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	16.0			percent	UO	0000187
PMI.IR_WHO.PMI771.Deltamethrin 0.05%	mortality percentage:75.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	75.0			percent	UO	0000187
PMI.IR_WHO.PMI772.Fenitrothion 1.0%	mortality percentage:99.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI773.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI774.Propoxur 0.1%	mortality percentage:81.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	81.0			percent	UO	0000187
PMI.IR_WHO.PMI775.Alphacypermethrin 0.05%	mortality percentage:98.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI776.DDT 4.0%	mortality percentage:23.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	23.0			percent	UO	0000187
PMI.IR_WHO.PMI777.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI778.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI779.Propoxur 0.1%	mortality percentage:90.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI780. Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI781.Alphacypermethrin 0.05%	mortality percentage:53.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	53.0			percent	UO	0000187
PMI.IR_WHO.PMI782.Bendiocarb 0.1%	mortality percentage:74.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	74.0			percent	UO	0000187
PMI.IR_WHO.PMI783.Fenitrothion 1.0%	mortality percentage:96.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI784.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI785.Propoxur 0.1%	mortality percentage:91.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI786.Deltamethrin 0.05%	mortality percentage:36.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	36.0			percent	UO	0000187
PMI.IR_WHO.PMI787.Pirimiphos?methyl 0.25%	mortality percentage:98.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI788.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI789.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI790.Alphacypermethrin 0.05%	mortality percentage:97.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI791.Pirimiphos?methyl 0.25%	mortality percentage:99.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI792.Alphacypermethrin 0.05%	mortality percentage:92.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI793.Etofenprox 0.5%	mortality percentage:33.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	33.0			percent	UO	0000187
PMI.IR_WHO.PMI794.Permethrin 0.75%	mortality percentage:56.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	56.0			percent	UO	0000187
PMI.IR_WHO.PMI795.Pirimiphos?methyl 0.25%	mortality percentage:100.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI796.Pirimiphos?methyl 0.25%	mortality percentage:98.0, 0.25 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI797.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI798.Deltamethrin 0.05%	mortality percentage:91.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI799.Permethrin 0.75%	mortality percentage:84.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI800.Deltamethrin 0.05%	mortality percentage:91.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI801.Permethrin 0.75%	mortality percentage:91.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI802.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI803.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI804.Deltamethrin 0.05%	mortality percentage:83.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.0			percent	UO	0000187
PMI.IR_WHO.PMI805.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI806.Permethrin 0.75%	mortality percentage:97.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI807.DDT 4.0%	mortality percentage:64.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	64.0			percent	UO	0000187
PMI.IR_WHO.PMI808.Deltamethrin 0.05%	mortality percentage:89.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI809.Permethrin 0.75%	mortality percentage:68.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	68.0			percent	UO	0000187
PMI.IR_WHO.PMI810.Bendiocarb 0.1%	mortality percentage:97.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI811.Bendiocarb 0.1%	mortality percentage:98.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI812.Deltamethrin 0.05%	mortality percentage:86.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI813.Permethrin 0.75%	mortality percentage:78.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	78.0			percent	UO	0000187
PMI.IR_WHO.PMI814.Bendiocarb 0.1%	mortality percentage:83.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.0			percent	UO	0000187
PMI.IR_WHO.PMI815.Deltamethrin 0.05%	mortality percentage:63.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	63.0			percent	UO	0000187
PMI.IR_WHO.PMI816.Permethrin 0.75%	mortality percentage:28.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	28.0			percent	UO	0000187
PMI.IR_WHO.PMI817.Bendiocarb 0.1%	mortality percentage:98.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI818.Deltamethrin 0.05%	mortality percentage:92.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI819.Permethrin 0.75%	mortality percentage:92.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI820.Deltamethrin 0.05%	mortality percentage:96.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI821.Lambda-cyhalothrin 0.05%	mortality percentage:98.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI822.Permethrin 0.75%	mortality percentage:96.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI823.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI824.Permethrin 0.75%	mortality percentage:86.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI825.Alphacypermethrin 0.05%	mortality percentage:82.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	82.0			percent	UO	0000187
PMI.IR_WHO.PMI826.Deltamethrin 0.05%	mortality percentage:84.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	84.0			percent	UO	0000187
PMI.IR_WHO.PMI827.Lambda-cyhalothrin 0.05%	mortality percentage:68.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	68.0			percent	UO	0000187
PMI.IR_WHO.PMI828.Permethrin 0.75%	mortality percentage:77.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI829.Alphacypermethrin 0.05%	mortality percentage:66.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI830.Deltamethrin 0.05%	mortality percentage:78.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	78.0			percent	UO	0000187
PMI.IR_WHO.PMI831.Lambda-cyhalothrin 0.05%	mortality percentage:41.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	41.0			percent	UO	0000187
PMI.IR_WHO.PMI832.Permethrin 0.75%	mortality percentage:60.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	60.0			percent	UO	0000187
PMI.IR_WHO.PMI833.Deltamethrin 0.05%	mortality percentage:50.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	50.0			percent	UO	0000187
PMI.IR_WHO.PMI834.Permethrin 0.75%	mortality percentage:77.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	77.0			percent	UO	0000187
PMI.IR_WHO.PMI835.Deltamethrin 0.05%	mortality percentage:67.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	67.0			percent	UO	0000187
PMI.IR_WHO.PMI836.Deltamethrin 0.05%	mortality percentage:74.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	74.0			percent	UO	0000187
PMI.IR_WHO.PMI837.Permethrin 0.75%	mortality percentage:52.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	52.0			percent	UO	0000187
PMI.IR_WHO.PMI838.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI839.Deltamethrin 0.05%	mortality percentage:78.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	78.0			percent	UO	0000187
PMI.IR_WHO.PMI840.Permethrin 0.75%	mortality percentage:80.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI841.Deltamethrin 0.05%	mortality percentage:39.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	39.0			percent	UO	0000187
